_input_hash;_task_hash;tweet_id;text;opt_LIBERDADE_4;opt_OPRESSAO_4;opt_LIBERDADE_5;opt_OPRESSAO_5;opt_LIBERDADE_6;opt_OPRESSAO_6;annotated_1;annotated_2;annotated_3;annotated_4;annotated_5;annotated_6;n_opt;annot_complete;ABORRECIMENTO;ADMIRACAO;ALEGRIA;ALIVIO;AMOR;APROVACAO;COMPRAIXAO;CONFUSAO;CURIOSIDADE;DECEPCAO;DESAPROVACAO;DESEJO;DIVERSAO;ENTUSIASMO;GRATIDAO;INVEJA;LUTO;MEDO;NERVOSISMO;EMONEUTRO;NOJO;ORGULHO;OTIMISMO;RAIVA;REMORSO;SAUDADE;SCHADENFREUDE;SURPRESA;TRISTEZA;VERGONHA;AUTORIDADE;CUIDADO;DESLEALDADE;IMORAL;IMPUREZA;LEALDADE;LIBERDADE;MALTRATO;MORAL;MORALNEUTRO;OPRESSAO;PUREZA
946093909;-433550668;1511038597444603908;já dizia luan santana: um erro cometido mais que uma vez, é uma decisão. Desculpa mas não tem como eu te dar duas vezes o meu perdão.  MENTE QUE NEM SENTE ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
197400569;-232850515;1511039758620934156;A Alemanha está enterrada até à ponta dos cabelos pelos crimes praticados pela ordem de PUTIN às suas tropas na Ucrânia. Qualquer investigação não leva a lado nenhum. ;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
-1973603568;-1914243310;1511114182783127562;ai ai, não pedi a sua opinião meu amor dá licença ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-1190170455;1574918711;1511113919183663109;quero ver agora fazerem corpo mole lá no Peru, vão ter q dar satisfação cara a cara! ;0;0;0;0;0;0;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-92675898;-101664711;1511046347918651397;'assim como um estrondo é criado, quando uma nuvem encontra outra, eu queria poder gritar á vontade nesta relação que tenho com você. Assim como um clarão aparece quando uma nuvem encontra a outra, eu queria estar com você pudesse iluminar o caminho que deixei pra trás.' ;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-872700262;-1393050902;1511037129220055044;Medo de comprar essas roupa na shein é chegar aqui eu ficar igual uma safada ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
-790194204;37736889;1511038520466546695;to falando de 'descobrir' pq esse fandom faz questão de esconder, eu mesma só fui saber dos outros crimes um dia desses... ;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
-795142412;1823477321;1511115151860289543;só queria um abraço dele ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
-1246243277;-1080543662;1407808927497060000;A mulher ainda defendendo se tinha que bater mesmo, ah tmnc viu, merecia muito mais, nojento;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0
-178859564;183317011;1511043100269031430;Gente isso aqui tá passando do famoso limite ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1219939893;1908707249;1511028857104736256;Se não der certo comprar o meu teclado eu desisto da vida 🤝 ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1419765497;1599195003;1511040271705911302;1 roubo e avalhaca 100% da minha vida q estava indo super bem super normal. ;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
556327484;1032356405;1511039943384223745;Desculpa gente é que eu tô feliz com a minha evolução no vôlei e queria compartilhar com vocês ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-1790624593;-1238377873;1511114142958166020;Maluco deletou minha parte dos creditos na descrição de um video q eu fiz pra ele anos atras, e a tempo ja vem metendo essa de querer ser canal informativo sem prestar conta das fontes usadas. O cara tem um tamanho gigante + ;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1240223228;-1480916499;1511121426371256330;Kpopper ainda por cima fã dos criminosos querendo problematizar um cigarro em vez de se preocupar com os favs que estão na prisão por isso q vcs merecem ser arrastados mesmo ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
-1592380201;1439250411;1511121572165214209;eu realmente tô sem amigos kk ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
-714476793;21258951;1511032139973865480;Barulho de obra de merda pqp que ódio do krl ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
809202894;1311746926;1511114934045843462;minha forma de demonstrar afeto já que sou tão distante de todo mundo. e tá dando tudo certo!! 🙏🧿✨ ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1906306759;-1995477441;1511030456938024975;mlk ce n me da moral n que eu sou fraca p caraio ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-1550678595;-911100690;1511115357716631553;eu nao aguento mais ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1031863277;1987400361;1511114162419736585;Há personalidades que não encaixam mesmo... é uma espécie de amor e ódio, como é possível? 😡 ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1903007000;-1153143621;1511034560947052548;vsf viado a mina achando ruim o tema de um seminário q aborda questões super importantes em relação a turismo sexual, hipersexualização de corpos brasileiros, prostituição e fetiches só pq ela n curte falar de sexo vsffffff vagabunda ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
-1311539600;1265144734;1511043557783658511;eu nunca sei explicar minha relação com meu pai ;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
943127005;-665750961;1511037224367837185;Rodolfo landim era o braço direito de eike batista no grupo X, todo mundo sabe que ta ali no flamengo somente por interesse politico mas como 2019 ganhou tudo ninguem fala nada ;0;0;0;0;0;0;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
-614667047;-1360458927;1511118117346361350;Um moreno cheiroso engraçado é que vai te fazer passar vergonha todo hr, quer mais oque ? ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-541277747;-215365267;1511036877356285953;Vascaíno é um bicho que cê num pode dar confiança não kkkkkkkkkkkkkk amoo ;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
733595102;-939590030;1511118329414660104;Jesus eu não sei nem por onde começar essa merda desse trabalho ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2012654928;-1846220799;1511028407424933891;doutrinado pelo certo me recuso a errar. ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1220068957;207176928;1511030542753579016;autoavaliação: quanto você é de 0 a 10? Bonito: 8 inseguro: 5 vingativo: 5 carinhoso: 9 grosso: 6 sensível: 8 ciumento: 5 estressado: 7 compreensivo: 6 mal humorado: 6 bem humorado: 7 sério: 4 indeciso: 8 ;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
-442845597;1895943869;1511115691822305285;Não acredita no meu amor 😭 ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
471691852;437231995;1511119120464547844;Quem ia comprar outro, ia ser ele🤮 ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
-1701911157;2120308898;1511044615184523268;Aí que mulher sebosa, meu pai ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1098032383;410228612;1511042599599198208;"hoje passei por vários tipos de tortura; academia cera linha pinça ";0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
-1700144121;-1346147897;1511028293566410761;me negaram amor ;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
-347959946;1725202811;1511118225299410950;"Putin &amp; Co. num Tribunal Especial de crimes de guerra, como o dos dirigentes nazis em Nuremberga e do ex-presidente sérvio Slobodan Milosevic. ";0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
471610887;2074829311;1407877660957720000;eu tô tão triste, mas tão orgulhosa, ela falando tudo, expondo tudo, sendo forte, meu deus :(;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
404501157;1851314874;1511034042086526987;pavor desses q se esfrega no chão sujo pra fazer coreografia em rolê ;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-121612745;-214544673;1511041724893863941;Minha mãe respondeu: -ahh, não quer deixar não??? Então fala com seu amigo que eu saio com ele HEHEHEHHEHEHEHHEEHE resumo de tudo: nunca proíbam uma mulher de fazer alguma coisa, porque ela vai fazer só pra te irritar ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-1205408780;-2009842568;1511115779684581379;taehyung pelo amor de deus se aquieta ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
-1026377110;-100791247;1511118244018597891;o xouzinho dos naziPARDOS a apresentação dos fasciPARDOS a demonstração dos naziLATINOS !!!!! A TREVA E O FÓSFORO DA CAMARA DE GÁS  !!!!! ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1606830709;878297978;1511040571292459018;Obs: chorei igual uma criança 🫠 ;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
309001483;-1903269008;1511121547427262467;minha irmã conhecendo meus amigos foi a melhor parte do rolê AKAKAKAKAK ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
-1132725126;-377997298;1511036810859790345;tão fofinha era a amizade da hilda e da lygia ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2035122301;2049419868;1511115397302468609;Pq quando fechou tudo o prefeito baixou um decreto que quem não era morador não podia entrar na minha cidade (correto ele) e daí os turistas foram chorar as pitangas achando que os moradores iam morrer de fome sem o dinheiro deles ;0;0;0;0;0;0;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
12492592;-1135107357;1407773770190830000;O bagulho é não se privar de nada por ninguém,  pq as pessoas nao vão pensar duas vezes antes de fazer algo sabendo que irá te magoar.;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
-502641727;747069376;1511119254476795914;E o pior é tudo é pensar que 8 meses atrás eu estaria postando tudo nos stories do Instagram igual um idiota só esperando o veredito da mesa de juízes que se escondem atrás da internet.  Que validação era essa, Felipe, que você tanto buscava? ;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
-1379269022;-1842041837;1511122985415061506;ex eh uma coisa que não dá p relevar vsf, quem algum dia disse q tem amizade com ex só pode tá chapando ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1766437904;1041674819;1511115268164104192;Sinceramente, quem ainda acredita no amor ? ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
575369122;-158862756;1511042569966346242;To morrendo de fome e com muita vontade de mijar pq ia fazer ultrassom, chego no lugar e descubro que a minha mãe marco pra amanhã em vez de hoje, ate o horário ela erro também, meu deus que ódio, fiquei apertado atoa e com fome ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
-2110423862;1188950960;1511118936011640836;esse mendigo nojento, não aguento mais ouvir falar dele nuoor ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
1808810911;-2091711980;1511114716562788358;sempre estive do lado da mami ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-1701380844;163617455;1511032024009691144;Não vai dar em nada mais uma vez. O Conselho de Ética é uma vergonha assumida e dominada pelos apoiadores do bozonazi. ;0;0;0;0;0;0;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
709876167;-2079564979;1511029751925903370;Claro que vou sair como errada na história, eu sempre falo oq tô sentido de vdd ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16278910;-151200979;1511119985128742919;Vish imagine se soubessem que o Fabinho desembolsou 4 vezes isso num Xbox 360 p mim.. Virou crime o pai gostar do filho ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
-1450323316;2080068201;1511038205470154756;Te falar hein. É foda quando a gente começa a pensar e agir igual homem, caminho sem volta.😅 ;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
-1347629201;-1376804201;1511032266021036039;Entendo o questionamento sobre 'Era Crefisa'. Respeito e discordo. 'Era' é recorte temporal. A Crefisa não é responsável direta pelas conquistas, mas um patrocínio de sete anos anos, de uma pessoa que depois viraa presidente, é um marco, goste-se ou não. Essa é minha visão. ;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1502362700;1053401060;1511034951977865220;fui mandar coisa pros lutisolle e pensei q tinha mandado no grupo errado, cheguei tremer ;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
867975281;2097179571;1511034315873861632;Kkkkkkkkkk como é q é? ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
-134450175;-1499945014;1511117078350151681;crlh tive que apagar a publicação 6x pq eu errei alguma coisa todas as vezes. ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
-1230787311;-126892303;1511038295433699331;incrível como todo mundo acha que tem o direito de ser filha da puta comigo e me tratar mal 🫶🫶 devo ser a maior otária do mundo mesmo ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0
-1872539539;1991828398;1511035998725095432;Vou torcer pela sua vitória negão brasileiro! ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
352651584;-613374976;1511114917293789193;Gente do céu, fui no botânico ontem, passei pela mata de bambuzal, e quase morri do coração KKKKK, uma bela placa “ cuidado com cobras jararaca etc…” se tá doido ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
-26372342;-1449558513;1511115419318427655;Não só penâlti, mas expulsão, pé alto é perigoso e imprudente ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
-307772091;868819612;1407871068749060000;ansioso pro prof orientador olhar a apresentação e pedir pra gente enfiar metade dos slides no cu pq puta merda bicho quem faz apresentação com 47 fodendo slides;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1660187853;865569182;1511031844577452037;a tenha santa paciência ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
428535477;-428138051;1511037673254920193;O mais engraçado de tudo isso é que a mídia ta falando várias merdas do Calleri que ja falou que vai pagar tudo, e ñ tão falando dos xingamentos das peppas, se fosse ao contrário ja estavam no tribunal... ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
-592472906;1725255312;1511120522708410371;amanhã eu queria uma companhia específica pro show ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-1407360612;567118921;1511044847850901505;A versão dos cuidadores que estão é greve é um pouco diferente né? ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-1496611219;-2034080531;1407830688821280000;sentindo que hoje vou me humilhar em um nível vergonhoso;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
1186124695;1426357272;1511115065772191745;Hoje eu errei menos que ontem, mas, ainda assim, errei. Estou em constante progresso, me cobro, mas também me parabenizo... Faça o msm! ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
790129002;-154233517;1511116187945553931;Até eu coloco fonte nos meus vídeos ahshshsy O maior erro desse rato é pagar de 'isento', sendo que ele não é ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
-279955037;-131828058;1511119642512793601;estudei igual uma condenada mas valeu a pena💪 ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
-128529913;836364832;1511114397661421573;Eu não me iludo. O senador Girão e a deputada que fez o relatório pela prisão de Daniel Silveira, ambos agem com ambição política. Todavia, contudo, porém, estão agindo certo, só não é por amor ao próximo. ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
-650422954;-1951537361;1511120537329754120;A tua necessidade por aceitação alheia cansa. Wooow, que legal! A personalidade dela se baseia em beber, fumar, falar sobre os seus muitos amigos populares e me diminuir por não me orgulhar pelo mesmo, já saquei. Agora vai embora e me poupa cansaço, porfavor.. ;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
2067908404;1065307515;1511042742901743628;Tarcísio falou a verdade. O Brasil infelizmente já é um narco estado. Queria saber o motivo de as pessoas terem votado nesse traste do Frota. Espero que não se reeleja. Acorda povo. Pesquisem tudo sobre os políticos que iram receber o seu voto este ano! ;0;0;0;0;0;0;1;1;1;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
